timestamp,user,enabled_roles,action,entity_category,entity,result,query_id
2026-09-17T15:45:29.747067Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154529_01510_ueuue
2026-09-17T15:45:29.650788Z,gov-admin,gov_data_admin|public,SELECT,Tables,js_financial_ice.gov_demo.customer_transactions.*,ALLOW,20260917_154529_01509_ueuue
2026-09-17T15:45:29.640318Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154529_01509_ueuue
2026-09-17T15:45:29.596383Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154529_01508_ueuue
2026-09-17T15:45:29.554020Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154529_01507_ueuue
2026-09-17T15:45:29.468048Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154529_01506_ueuue
2026-09-17T15:45:29.420804Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154529_01505_ueuue
2026-09-17T15:45:29.379279Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154529_01504_ueuue
2026-09-17T15:45:29.293493Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01503_ueuue
2026-09-17T15:45:29.235005Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01502_ueuue
2026-09-17T15:45:29.191414Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01501_ueuue
2026-09-17T15:45:29.102411Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01500_ueuue
2026-09-17T15:45:29.055098Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01499_ueuue
2026-09-17T15:45:29.012747Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154529_01498_ueuue
2026-09-17T15:45:28.924150Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154528_01497_ueuue
2026-09-17T15:45:28.875139Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154528_01496_ueuue
2026-09-17T15:45:28.823092Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154528_01495_ueuue
2026-09-17T15:45:28.724842Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154528_01494_ueuue
2026-09-17T15:45:28.674162Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154528_01493_ueuue
2026-09-17T15:45:28.620272Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154528_01492_ueuue
2026-09-17T15:45:12.547149Z,gov-biz,gov_business_analyst|public,SHOW,Tables,js_financial_ice.gov_demo.payment_business_summary.*,ALLOW,20260917_154512_01491_ueuue
2026-09-17T15:45:12.541234Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154512_01491_ueuue
2026-09-17T15:45:12.425918Z,gov-admin,gov_data_admin|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[customer_name,email]",ALLOW,20260917_154512_01490_ueuue
2026-09-17T15:45:12.417080Z,gov-admin,gov_data_admin|public,EXECUTE,Queries,,ALLOW,20260917_154512_01490_ueuue
2026-09-17T15:45:12.265281Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154512_01489_ueuue
2026-09-17T15:45:12.260008Z,gov-fraud,gov_fraud_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,customer_name,mobile_number,risk_score,national_id,email]",ALLOW,20260917_154512_01489_ueuue
2026-09-17T15:45:12.258646Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154512_01489_ueuue
2026-09-17T15:45:12.258638Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154512_01489_ueuue
2026-09-17T15:45:12.258621Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154512_01489_ueuue
2026-09-17T15:45:12.258574Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154512_01489_ueuue
2026-09-17T15:45:12.241825Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154512_01489_ueuue
2026-09-17T15:45:03.548569Z,gov-audit,gov_auditor|public,SHOW,Roles,All roles,ALLOW,20260917_154503_01488_ueuue
2026-09-17T15:45:03.548245Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01488_ueuue
2026-09-17T15:45:03.502608Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01487_ueuue
2026-09-17T15:45:03.456783Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01486_ueuue
2026-09-17T15:45:03.367184Z,gov-audit,gov_auditor|public,INSERT,Tables,js_financial_ice.gov_demo.customer_transactions.*,DENY,20260917_154503_01485_ueuue
2026-09-17T15:45:03.361881Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01485_ueuue
2026-09-17T15:45:03.308129Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01484_ueuue
2026-09-17T15:45:03.265332Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01483_ueuue
2026-09-17T15:45:03.186949Z,gov-audit,gov_auditor|public,SELECT,Tables,js_financial_ice.gov_demo.customer_transactions.national_id,DENY,20260917_154503_01482_ueuue
2026-09-17T15:45:03.178107Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01482_ueuue
2026-09-17T15:45:03.075816Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01481_ueuue
2026-09-17T15:45:03.033336Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154503_01480_ueuue
2026-09-17T15:45:02.915991Z,gov-audit,gov_auditor|public,SELECT,Tables,js_financial_ice.gov_demo.customer_transactions.*,DENY,20260917_154502_01479_ueuue
2026-09-17T15:45:02.906992Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01479_ueuue
2026-09-17T15:45:02.854562Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01478_ueuue
2026-09-17T15:45:02.806567Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01477_ueuue
2026-09-17T15:45:02.694005Z,gov-audit,gov_auditor|public,SHOW,Tables,js_financial_ice.gov_demo.*,ALLOW,20260917_154502_01476_ueuue
2026-09-17T15:45:02.693495Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01476_ueuue
2026-09-17T15:45:02.634544Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01475_ueuue
2026-09-17T15:45:02.590617Z,gov-audit,gov_auditor|public,EXECUTE,Queries,,ALLOW,20260917_154502_01474_ueuue
2026-09-17T15:45:02.512539Z,gov-tha,gov_thailand_analyst|public,DELETE,Tables,js_financial_ice.gov_demo.customer_transactions.*,DENY,20260917_154502_01473_ueuue
2026-09-17T15:45:02.507702Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01473_ueuue
2026-09-17T15:45:02.462604Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01472_ueuue
2026-09-17T15:45:02.419182Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01471_ueuue
2026-09-17T15:45:02.301877Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154502_01470_ueuue
2026-09-17T15:45:02.299613Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,account_id,country_code,customer_name,mobile_number,investigation_status,risk_score,transaction_i...",ALLOW,20260917_154502_01470_ueuue
2026-09-17T15:45:02.298861Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154502_01470_ueuue
2026-09-17T15:45:02.298854Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154502_01470_ueuue
2026-09-17T15:45:02.298847Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154502_01470_ueuue
2026-09-17T15:45:02.298836Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154502_01470_ueuue
2026-09-17T15:45:02.298812Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154502_01470_ueuue
2026-09-17T15:45:02.292538Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01470_ueuue
2026-09-17T15:45:02.247520Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01469_ueuue
2026-09-17T15:45:02.204746Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01468_ueuue
2026-09-17T15:45:02.057931Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154502_01467_ueuue
2026-09-17T15:45:02.055278Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[account_id,country_code,customer_name,mobile_number,transaction_id,national_id,email]",ALLOW,20260917_154502_01467_ueuue
2026-09-17T15:45:02.054266Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154502_01467_ueuue
2026-09-17T15:45:02.054258Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154502_01467_ueuue
2026-09-17T15:45:02.054250Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154502_01467_ueuue
2026-09-17T15:45:02.054238Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154502_01467_ueuue
2026-09-17T15:45:02.054200Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154502_01467_ueuue
2026-09-17T15:45:02.045958Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154502_01467_ueuue
2026-09-17T15:45:02.000610Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01466_ueuue
2026-09-17T15:45:01.954328Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01465_ueuue
2026-09-17T15:45:01.811513Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808936Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[account_id,country_code,customer_name,mobile_number,national_id,email]",ALLOW,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808117Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808109Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808101Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808090Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154501_01464_ueuue
2026-09-17T15:45:01.808065Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154501_01464_ueuue
2026-09-17T15:45:01.802518Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01464_ueuue
2026-09-17T15:45:01.755198Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01463_ueuue
2026-09-17T15:45:01.709671Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01462_ueuue
2026-09-17T15:45:01.600493Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154501_01461_ueuue
2026-09-17T15:45:01.597527Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[country_code,event_timestamp,channel,transaction_id,transaction_status,amount,national_id,fraud_type,email,c...",ALLOW,20260917_154501_01461_ueuue
2026-09-17T15:45:01.596271Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154501_01461_ueuue
2026-09-17T15:45:01.596264Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154501_01461_ueuue
2026-09-17T15:45:01.596256Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154501_01461_ueuue
2026-09-17T15:45:01.596242Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154501_01461_ueuue
2026-09-17T15:45:01.596200Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154501_01461_ueuue
2026-09-17T15:45:01.587110Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01461_ueuue
2026-09-17T15:45:01.537982Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01460_ueuue
2026-09-17T15:45:01.488275Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01459_ueuue
2026-09-17T15:45:01.376054Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373834Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[account_id,country_code,customer_name,mobile_number,national_id,email]",ALLOW,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373122Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373115Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373108Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373098Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154501_01458_ueuue
2026-09-17T15:45:01.373078Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154501_01458_ueuue
2026-09-17T15:45:01.367671Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01458_ueuue
2026-09-17T15:45:01.319242Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01457_ueuue
2026-09-17T15:45:01.275858Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01456_ueuue
2026-09-17T15:45:01.187242Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154501_01455_ueuue
2026-09-17T15:45:01.184041Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[account_id,country_code,customer_name,mobile_number,national_id,email]",ALLOW,20260917_154501_01455_ueuue
2026-09-17T15:45:01.183097Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154501_01455_ueuue
2026-09-17T15:45:01.183085Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154501_01455_ueuue
2026-09-17T15:45:01.183073Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154501_01455_ueuue
2026-09-17T15:45:01.183058Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154501_01455_ueuue
2026-09-17T15:45:01.183030Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154501_01455_ueuue
2026-09-17T15:45:01.176514Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01455_ueuue
2026-09-17T15:45:01.124722Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01454_ueuue
2026-09-17T15:45:01.078562Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154501_01453_ueuue
2026-09-17T15:45:00.960604Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154500_01452_ueuue
2026-09-17T15:45:00.956637Z,gov-tha,gov_thailand_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,account_id,country_code,customer_name,mobile_number,investigation_status,risk_score,transaction_i...",ALLOW,20260917_154500_01452_ueuue
2026-09-17T15:45:00.955154Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.account_id,COLUMN_MASK,20260917_154500_01452_ueuue
2026-09-17T15:45:00.955142Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154500_01452_ueuue
2026-09-17T15:45:00.955130Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154500_01452_ueuue
2026-09-17T15:45:00.955114Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.national_id,COLUMN_MASK,20260917_154500_01452_ueuue
2026-09-17T15:45:00.955085Z,gov-tha,gov_thailand_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154500_01452_ueuue
2026-09-17T15:45:00.949428Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01452_ueuue
2026-09-17T15:45:00.900828Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01451_ueuue
2026-09-17T15:45:00.856295Z,gov-tha,gov_thailand_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01450_ueuue
2026-09-17T15:45:00.770787Z,gov-biz,gov_business_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[investigation_status,fraud_type]",DENY,20260917_154500_01449_ueuue
2026-09-17T15:45:00.765054Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01449_ueuue
2026-09-17T15:45:00.715359Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01448_ueuue
2026-09-17T15:45:00.650887Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01447_ueuue
2026-09-17T15:45:00.571062Z,gov-biz,gov_business_analyst|public,SELECT,Tables,js_financial_ice.gov_demo.customer_transactions.national_id,DENY,20260917_154500_01446_ueuue
2026-09-17T15:45:00.561572Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01446_ueuue
2026-09-17T15:45:00.499423Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01445_ueuue
2026-09-17T15:45:00.436290Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01444_ueuue
2026-09-17T15:45:00.353202Z,gov-biz,gov_business_analyst|public,SELECT,Tables,js_financial_ice.gov_demo.customer_transactions.*,DENY,20260917_154500_01443_ueuue
2026-09-17T15:45:00.342777Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01443_ueuue
2026-09-17T15:45:00.295034Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01442_ueuue
2026-09-17T15:45:00.250889Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01441_ueuue
2026-09-17T15:45:00.139361Z,jirawut,jirawut_demo|public|pystarburst,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,country_code,event_timestamp,channel,risk_score,transaction_status,merchant_category,amount]",ALLOW,20260917_154500_01440_ueuue
2026-09-17T15:45:00.138966Z,gov-biz,gov_business_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.payment_business_summary.[country_code,fraud_alert_count,approved_count,declined_count,channel,avg_amount,avg_risk_score,merchant_c...",ALLOW,20260917_154500_01440_ueuue
2026-09-17T15:45:00.117884Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01440_ueuue
2026-09-17T15:45:00.072344Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01439_ueuue
2026-09-17T15:45:00.027781Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154500_01438_ueuue
2026-09-17T15:44:59.924469Z,jirawut,jirawut_demo|public|pystarburst,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,country_code,event_timestamp,channel,risk_score,transaction_status,merchant_category,amount]",ALLOW,20260917_154459_01437_ueuue
2026-09-17T15:44:59.924329Z,gov-biz,gov_business_analyst|public,SELECT,Tables,js_financial_ice.gov_demo.payment_business_summary.*,ALLOW,20260917_154459_01437_ueuue
2026-09-17T15:44:59.913018Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01437_ueuue
2026-09-17T15:44:59.864153Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01436_ueuue
2026-09-17T15:44:59.818041Z,gov-biz,gov_business_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01435_ueuue
2026-09-17T15:44:59.735480Z,gov-fraud,gov_fraud_analyst|public,CREATE,Tables,js_financial_ice.gov_demo.v_bypass.*,DENY,20260917_154459_01434_ueuue
2026-09-17T15:44:59.734864Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01434_ueuue
2026-09-17T15:44:59.685412Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01433_ueuue
2026-09-17T15:44:59.640778Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01432_ueuue
2026-09-17T15:44:59.522957Z,gov-fraud,gov_fraud_analyst|public,CREATE,Roles,All roles,DENY,20260917_154459_01431_ueuue
2026-09-17T15:44:59.521158Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01431_ueuue
2026-09-17T15:44:59.473571Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01430_ueuue
2026-09-17T15:44:59.426034Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01429_ueuue
2026-09-17T15:44:59.349550Z,gov-fraud,gov_fraud_analyst|public,CREATE,Tables,js_financial_ice.gov_demo.evil.*,DENY,20260917_154459_01428_ueuue
2026-09-17T15:44:59.344433Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01428_ueuue
2026-09-17T15:44:59.300146Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01427_ueuue
2026-09-17T15:44:59.258039Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01426_ueuue
2026-09-17T15:44:59.176152Z,gov-fraud,gov_fraud_analyst|public,INSERT,Tables,js_financial_ice.gov_demo.customer_transactions.*,DENY,20260917_154459_01425_ueuue
2026-09-17T15:44:59.170668Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01425_ueuue
2026-09-17T15:44:59.125596Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01424_ueuue
2026-09-17T15:44:59.083652Z,gov-fraud,gov_fraud_analyst|public,EXECUTE,Queries,,ALLOW,20260917_154459_01423_ueuue
2026-09-17T15:44:58.982356Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.*,ROW_FILTER,20260917_154458_01422_ueuue
2026-09-17T15:44:58.977909Z,gov-fraud,gov_fraud_analyst|public,SELECT,Tables,"js_financial_ice.gov_demo.customer_transactions.[fraud_flag,account_id,country_code,customer_name,mobile_number,investigation_status,risk_score,transaction_i...",ALLOW,20260917_154458_01422_ueuue
2026-09-17T15:44:58.976776Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.customer_name,COLUMN_MASK,20260917_154458_01422_ueuue
2026-09-17T15:44:58.976769Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.email,COLUMN_MASK,20260917_154458_01422_ueuue
2026-09-17T15:44:58.976759Z,gov-fraud,gov_fraud_analyst|public,(ANY),Tables,js_financial_ice.gov_demo.customer_transactions.mobile_number,COLUMN_MASK,20260917_154458_01422_ueuue
